                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.65844,                0.43279,                  1.166,                0.97549,                0.92033,                0.96274,                0.74423,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                    158,                0.66325,                 0.4385,                 1.1567,                0.97186,                 0.9281,                0.95962,                0.73872,                      0,                    inf,                      0,              0.0022285,              0.0022285,              0.0022285
                    159,                0.62066,                0.41126,                 1.1387,                0.97793,                0.92917,                0.96534,                0.73642,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                    160,                0.63335,                0.41488,                 1.1462,                  0.963,                0.92401,                0.97063,                 0.7527,                      0,                    inf,                      0,              0.0021295,              0.0021295,              0.0021295
                    161,                0.63976,                0.43419,                 1.1701,                0.96644,                0.92745,                0.96635,                0.75684,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                    162,                0.64394,                0.41647,                 1.1493,                0.96827,                0.92762,                0.96442,                0.74264,                      0,                    inf,                      0,              0.0020305,              0.0020305,              0.0020305
                    163,                 0.6304,                0.42526,                 1.1458,                0.95404,                0.95068,                0.96247,                0.73432,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                    164,                0.64922,                0.42885,                 1.1644,                0.97255,                0.93301,                 0.9718,                0.75268,                      0,                    inf,                      0,              0.0019315,              0.0019315,              0.0019315
                    165,                0.62967,                0.41762,                 1.1436,                0.95621,                0.93791,                 0.9729,                0.75407,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                    166,                0.64945,                0.42341,                   1.16,                0.96415,                0.93621,                0.97366,                 0.7528,                      0,                    inf,                      0,              0.0018325,              0.0018325,              0.0018325
                    167,                  0.616,                0.40904,                 1.1359,                0.93988,                0.94718,                0.96796,                0.74713,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                    168,                0.63673,                0.42908,                 1.1597,                0.95376,                0.93615,                 0.9643,                0.73913,                      0,                    inf,                      0,              0.0017335,              0.0017335,              0.0017335
                    169,                0.64501,                0.42521,                  1.142,                0.95615,                0.93163,                0.96918,                 0.7417,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                    170,                0.63605,                0.41879,                 1.1503,                0.96935,                 0.9068,                0.96012,                0.74795,                      0,                    inf,                      0,              0.0016345,              0.0016345,              0.0016345
                    171,                0.58865,                0.39944,                 1.1167,                  0.952,                0.93445,                0.96854,                0.75244,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    172,                0.61609,                0.42075,                 1.1493,                0.95443,                0.93391,                0.96301,                0.74616,                      0,                    inf,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                0.60919,                 0.4082,                 1.1318,                0.97723,                0.93074,                0.96246,                0.74741,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    174,                 0.6284,                0.41095,                 1.1511,                0.97014,                0.92594,                0.96174,                0.74638,                      0,                    inf,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                0.59576,                0.39777,                 1.1135,                0.97445,                0.93414,                0.96259,                 0.7415,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    176,                0.59822,                0.40305,                 1.1271,                0.97656,                0.93772,                0.96773,                0.74639,                      0,                    inf,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                0.62202,                0.41219,                 1.1301,                0.96909,                0.94346,                0.96721,                0.75071,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    178,                0.60088,                0.39859,                 1.1318,                0.96654,                0.94139,                0.96599,                0.74745,                      0,                    inf,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                0.62609,                0.40573,                 1.1478,                0.95783,                0.93658,                0.96311,                0.74673,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    180,                0.59812,                0.39189,                 1.1238,                0.97567,                0.94563,                0.96726,                0.75133,                      0,                    inf,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                0.61191,                0.41519,                 1.1408,                0.97588,                0.91765,                0.96207,                0.74726,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    182,                0.58256,                0.37834,                 1.1116,                 0.9609,                0.91947,                0.96213,                0.74842,                      0,                    inf,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                0.57821,                0.37802,                 1.0982,                0.96172,                0.93776,                0.96843,                0.75729,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    184,                 0.6045,                 0.4143,                 1.1275,                0.96848,                0.93161,                0.96975,                 0.7627,                      0,                    inf,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                0.59861,                0.39557,                 1.1226,                0.96715,                0.93966,                0.96751,                 0.7634,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    186,                0.59783,                0.39481,                 1.1117,                0.97549,                0.92066,                0.96231,                0.76206,                      0,                    inf,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                 0.6003,                0.40923,                 1.1216,                0.97188,                0.92745,                0.96282,                0.74911,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    188,                0.60816,                0.38984,                 1.1279,                0.96653,                0.92745,                0.96597,                0.75498,                      0,                    inf,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                0.61748,                 0.4029,                 1.1353,                0.97607,                0.92049,                0.97086,                0.75601,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    190,                0.48958,                 0.3237,                 1.0333,                0.97461,                0.90922,                 0.9684,                0.76392,                      0,                    inf,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                0.47425,                0.31303,                 1.0275,                0.96262,                0.92689,                0.96937,                 0.7568,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    192,                0.48184,                 0.3134,                 1.0365,                0.96596,                0.92839,                0.96658,                0.75109,                      0,                    inf,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                0.47726,                0.31122,                 1.0231,                0.96807,                0.92375,                0.96621,                0.74913,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    194,                 0.4724,                0.31031,                 1.0155,                0.97634,                0.91608,                0.96879,                0.75771,                      0,                    inf,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                0.46868,                0.30618,                 1.0289,                0.98256,                0.90803,                0.97138,                0.76021,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    196,                0.47591,                0.30982,                 1.0324,                0.97805,                0.90568,                0.97061,                0.75646,                      0,                    inf,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.44997,                0.29373,                 1.0056,                0.97644,                0.90812,                0.97169,                0.75899,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    198,                0.45592,                 0.3013,                  1.016,                0.97564,                 0.9151,                0.97091,                0.76175,                      0,                    inf,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                0.46165,                0.30062,                  1.016,                0.97525,                0.92183,                0.97065,                0.75755,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
